"input"	"translation"
"CCNE2_amp"	"R-HSA-69620"
"CCNE2_amp"	"R-HSA-69278"
"CCNE2_amp"	"R-HSA-2559583"
"CCNE2_amp"	"R-HSA-8953897"
"CCNE2_amp"	"R-HSA-2262752"
"CCNE2_amp"	"R-HSA-390466"
"CCNE2_amp"	"R-HSA-69656"
"CCNE2_amp"	"R-HSA-69231"
"CCNE2_amp"	"R-HSA-69202"
"CCNE2_amp"	"R-HSA-2559586"
"CCNE2_amp"	"R-HSA-69306"
"CCNE2_amp"	"R-HSA-9661069"
"CCNE2_amp"	"R-HSA-1643685"
"CCNE2_amp"	"R-HSA-9675126"
"CCNE2_amp"	"R-HSA-1538133"
"CCNE2_amp"	"R-HSA-69236"
"CCNE2_amp"	"R-HSA-69615"
"CCNE2_amp"	"R-HSA-69206"
"CCNE2_amp"	"R-HSA-74160"
"CCNE2_amp"	"R-HSA-212436"
"CCNE2_amp"	"R-HSA-392499"
"CCNE2_amp"	"R-HSA-453279"
"CCNE2_amp"	"R-HSA-69200"
"CCNE2_amp"	"R-HSA-391251"
"CCNE2_amp"	"R-HSA-73857"
"CCNE2_amp"	"R-HSA-69242"
"CCNE2_amp"	"R-HSA-187577"
"CCNE2_amp"	"R-HSA-69052"
"CCNE2_amp"	"R-HSA-69239"
"CCNE2_amp"	"R-HSA-6791312"
"CCNE2_amp"	"R-HSA-6804116"
"CCNE2_amp"	"R-HSA-3700989"
"CCNE2_amp"	"R-HSA-69563"
"CCNE2_amp"	"R-HSA-69580"
"CDK4_amp"	"R-HSA-9659787"
"CDK4_amp"	"R-HSA-9687139"
"CDK4_amp"	"R-HSA-1640170"
"CDK4_amp"	"R-HSA-69278"
"CDK4_amp"	"R-HSA-2559583"
"CDK4_amp"	"R-HSA-8953897"
"CDK4_amp"	"R-HSA-2262752"
"CDK4_amp"	"R-HSA-3247509"
"CDK4_amp"	"R-HSA-4839726"
"CDK4_amp"	"R-HSA-69656"
"CDK4_amp"	"R-HSA-69231"
"CDK4_amp"	"R-HSA-69202"
"CDK4_amp"	"R-HSA-9661069"
"CDK4_amp"	"R-HSA-1266738"
"CDK4_amp"	"R-HSA-1643685"
"CDK4_amp"	"R-HSA-9675126"
"CDK4_amp"	"R-HSA-9754119"
"CDK4_amp"	"R-HSA-69236"
"CDK4_amp"	"R-HSA-69206"
"CDK4_amp"	"R-HSA-74160"
"CDK4_amp"	"R-HSA-212436"
"CDK4_amp"	"R-HSA-1500620"
"CDK4_amp"	"R-HSA-912446"
"CDK4_amp"	"R-HSA-453279"
"CDK4_amp"	"R-HSA-2559585"
"CDK4_amp"	"R-HSA-2559580"
"CDK4_amp"	"R-HSA-8849470"
"CDK4_amp"	"R-HSA-3214858"
"CDK4_amp"	"R-HSA-73857"
"CDK4_amp"	"R-HSA-1474165"
"CDK4_amp"	"R-HSA-69242"
"CDK4_amp"	"R-HSA-187577"
"CDK4_amp"	"R-HSA-2559582"
"CDK4_amp"	"R-HSA-162582"
"CDK4_amp"	"R-HSA-9006927"
"CDK4_amp"	"R-HSA-8848021"
"CDK4_amp"	"R-HSA-8878166"
"CDK4_amp"	"R-HSA-9616222"
"CDK4_amp"	"R-HSA-381340"
"CDK4_amp"	"R-HSA-75815"
"CDKN1C_amp"	"R-HSA-9659787"
"CDKN1C_amp"	"R-HSA-9687139"
"CDKN1C_amp"	"R-HSA-1640170"
"CDKN1C_amp"	"R-HSA-69278"
"CDKN1C_amp"	"R-HSA-69231"
"CDKN1C_amp"	"R-HSA-9661069"
"CDKN1C_amp"	"R-HSA-1643685"
"CDKN1C_amp"	"R-HSA-9675126"
"CDKN1C_amp"	"R-HSA-69236"
"CDKN1C_amp"	"R-HSA-453279"
"E2F3_amp"	"R-HSA-9659787"
"E2F3_amp"	"R-HSA-9687139"
"E2F3_amp"	"R-HSA-1640170"
"E2F3_amp"	"R-HSA-69278"
"E2F3_amp"	"R-HSA-2559583"
"E2F3_amp"	"R-HSA-8953897"
"E2F3_amp"	"R-HSA-2262752"
"E2F3_amp"	"R-HSA-69231"
"E2F3_amp"	"R-HSA-9661069"
"E2F3_amp"	"R-HSA-1643685"
"E2F3_amp"	"R-HSA-9675126"
"E2F3_amp"	"R-HSA-69236"
"E2F3_amp"	"R-HSA-68911"
"E2F3_amp"	"R-HSA-453279"
"E2F3_amp"	"R-HSA-453274"
"E2F3_amp"	"R-HSA-2559585"
"E2F3_amp"	"R-HSA-2559580"
"E2F3_amp"	"R-HSA-1912422"
"E2F3_amp"	"R-HSA-1912408"
"E2F3_amp"	"R-HSA-162582"
"E2F3_amp"	"R-HSA-157118"
"CCND1_amp"	"R-HSA-9687139"
"CCND1_amp"	"R-HSA-1640170"
"CCND1_amp"	"R-HSA-69278"
"CCND1_amp"	"R-HSA-3247509"
"CCND1_amp"	"R-HSA-4839726"
"CCND1_amp"	"R-HSA-69656"
"CCND1_amp"	"R-HSA-69231"
"CCND1_amp"	"R-HSA-69202"
"CCND1_amp"	"R-HSA-1280215"
"CCND1_amp"	"R-HSA-1643685"
"CCND1_amp"	"R-HSA-9675126"
"CCND1_amp"	"R-HSA-8939211"
"CCND1_amp"	"R-HSA-9018519"
"CCND1_amp"	"R-HSA-9634638"
"CCND1_amp"	"R-HSA-9009391"
"CCND1_amp"	"R-HSA-69236"
"CCND1_amp"	"R-HSA-69206"
"CCND1_amp"	"R-HSA-74160"
"CCND1_amp"	"R-HSA-212436"
"CCND1_amp"	"R-HSA-168256"
"CCND1_amp"	"R-HSA-6785807"
"CCND1_amp"	"R-HSA-453279"
"CCND1_amp"	"R-HSA-1912422"
"CCND1_amp"	"R-HSA-1912408"
"CCND1_amp"	"R-HSA-3214858"
"CCND1_amp"	"R-HSA-73857"
"CCND1_amp"	"R-HSA-8951936"
"CCND1_amp"	"R-HSA-8934593"
"CCND1_amp"	"R-HSA-69242"
"CCND1_amp"	"R-HSA-187577"
"CCND1_amp"	"R-HSA-162582"
"CCND1_amp"	"R-HSA-449147"
"CCND1_amp"	"R-HSA-157118"
"CCND1_amp"	"R-HSA-9006927"
"CCND1_amp"	"R-HSA-9006931"
"CCND1_amp"	"R-HSA-8848021"
"CCND1_amp"	"R-HSA-8853884"
"CCND1_amp"	"R-HSA-8878171"
"CCND1_amp"	"R-HSA-8878166"
"CCND1_amp"	"R-HSA-8878159"
"POLR2G_amp"	"R-HSA-167242"
"POLR2G_amp"	"R-HSA-5619507"
"POLR2G_amp"	"R-HSA-5617472"
"POLR2G_amp"	"R-HSA-1640170"
"POLR2G_amp"	"R-HSA-73886"
"POLR2G_amp"	"R-HSA-73894"
"POLR2G_amp"	"R-HSA-1266738"
"POLR2G_amp"	"R-HSA-1643685"
"POLR2G_amp"	"R-HSA-5663202"
"POLR2G_amp"	"R-HSA-6782135"
"POLR2G_amp"	"R-HSA-8939211"
"POLR2G_amp"	"R-HSA-9018519"
"POLR2G_amp"	"R-HSA-6803529"
"POLR2G_amp"	"R-HSA-1839126"
"POLR2G_amp"	"R-HSA-167152"
"POLR2G_amp"	"R-HSA-167200"
"POLR2G_amp"	"R-HSA-112382"
"POLR2G_amp"	"R-HSA-6781823"
"POLR2G_amp"	"R-HSA-113418"
"POLR2G_amp"	"R-HSA-167158"
"POLR2G_amp"	"R-HSA-6782210"
"POLR2G_amp"	"R-HSA-211000"
"POLR2G_amp"	"R-HSA-74160"
"POLR2G_amp"	"R-HSA-212436"
"POLR2G_amp"	"R-HSA-162906"
"POLR2G_amp"	"R-HSA-162587"
"POLR2G_amp"	"R-HSA-167169"
"POLR2G_amp"	"R-HSA-167161"
"POLR2G_amp"	"R-HSA-167287"
"POLR2G_amp"	"R-HSA-5663205"
"POLR2G_amp"	"R-HSA-168255"
"POLR2G_amp"	"R-HSA-168273"
"POLR2G_amp"	"R-HSA-9670095"
"POLR2G_amp"	"R-HSA-162599"
"POLR2G_amp"	"R-HSA-8953854"
"POLR2G_amp"	"R-HSA-203927"
"POLR2G_amp"	"R-HSA-5696398"
"POLR2G_amp"	"R-HSA-5601884"
"POLR2G_amp"	"R-HSA-167290"
"POLR2G_amp"	"R-HSA-167238"
"POLR2G_amp"	"R-HSA-72203"
"POLR2G_amp"	"R-HSA-77075"
"POLR2G_amp"	"R-HSA-167160"
"POLR2G_amp"	"R-HSA-167162"
"POLR2G_amp"	"R-HSA-674695"
"POLR2G_amp"	"R-HSA-73776"
"POLR2G_amp"	"R-HSA-73857"
"POLR2G_amp"	"R-HSA-75955"
"POLR2G_amp"	"R-HSA-75953"
"POLR2G_amp"	"R-HSA-76042"
"POLR2G_amp"	"R-HSA-73779"
"POLR2G_amp"	"R-HSA-6807505"
"POLR2G_amp"	"R-HSA-162582"
"POLR2G_amp"	"R-HSA-190236"
"POLR2G_amp"	"R-HSA-1226099"
"POLR2G_amp"	"R-HSA-5654738"
"POLR2G_amp"	"R-HSA-8851708"
"POLR2G_amp"	"R-HSA-5655253"
"POLR2G_amp"	"R-HSA-9006931"
"POLR2G_amp"	"R-HSA-9006934"
"POLR2G_amp"	"R-HSA-6796648"
"POLR2G_amp"	"R-HSA-167243"
"POLR2G_amp"	"R-HSA-167246"
"POLR2G_amp"	"R-HSA-157579"
"POLR2G_amp"	"R-HSA-167172"
"POLR2G_amp"	"R-HSA-6781827"
"POLR2G_amp"	"R-HSA-3700989"
"POLR2G_amp"	"R-HSA-5578749"
"POLR2G_amp"	"R-HSA-9824446"
"POLR2G_amp"	"R-HSA-168325"
"POLR2G_amp"	"R-HSA-72086"
"POLR2G_amp"	"R-HSA-72172"
"POLR2G_amp"	"R-HSA-72163"
"POLR2G_amp"	"R-HSA-72165"
"POLR2K_amp"	"R-HSA-167242"
"POLR2K_amp"	"R-HSA-5619507"
"POLR2K_amp"	"R-HSA-5617472"
"POLR2K_amp"	"R-HSA-5250924"
"POLR2K_amp"	"R-HSA-1640170"
"POLR2K_amp"	"R-HSA-73886"
"POLR2K_amp"	"R-HSA-1834949"
"POLR2K_amp"	"R-HSA-73894"
"POLR2K_amp"	"R-HSA-1266738"
"POLR2K_amp"	"R-HSA-1643685"
"POLR2K_amp"	"R-HSA-5663202"
"POLR2K_amp"	"R-HSA-6782135"
"POLR2K_amp"	"R-HSA-8939211"
"POLR2K_amp"	"R-HSA-212165"
"POLR2K_amp"	"R-HSA-9018519"
"POLR2K_amp"	"R-HSA-6803529"
"POLR2K_amp"	"R-HSA-1839126"
"POLR2K_amp"	"R-HSA-167152"
"POLR2K_amp"	"R-HSA-167200"
"POLR2K_amp"	"R-HSA-112382"
"POLR2K_amp"	"R-HSA-6781823"
"POLR2K_amp"	"R-HSA-113418"
"POLR2K_amp"	"R-HSA-167158"
"POLR2K_amp"	"R-HSA-6782210"
"POLR2K_amp"	"R-HSA-211000"
"POLR2K_amp"	"R-HSA-74160"
"POLR2K_amp"	"R-HSA-212436"
"POLR2K_amp"	"R-HSA-162906"
"POLR2K_amp"	"R-HSA-162587"
"POLR2K_amp"	"R-HSA-167169"
"POLR2K_amp"	"R-HSA-167161"
"POLR2K_amp"	"R-HSA-167287"
"POLR2K_amp"	"R-HSA-168256"
"POLR2K_amp"	"R-HSA-5663205"
"POLR2K_amp"	"R-HSA-168255"
"POLR2K_amp"	"R-HSA-168273"
"POLR2K_amp"	"R-HSA-9670095"
"POLR2K_amp"	"R-HSA-168249"
"POLR2K_amp"	"R-HSA-162599"
"POLR2K_amp"	"R-HSA-8953854"
"POLR2K_amp"	"R-HSA-203927"
"POLR2K_amp"	"R-HSA-5250941"
"POLR2K_amp"	"R-HSA-427413"
"POLR2K_amp"	"R-HSA-5696398"
"POLR2K_amp"	"R-HSA-5601884"
"POLR2K_amp"	"R-HSA-167290"
"POLR2K_amp"	"R-HSA-167238"
"POLR2K_amp"	"R-HSA-5250913"
"POLR2K_amp"	"R-HSA-72203"
"POLR2K_amp"	"R-HSA-77075"
"POLR2K_amp"	"R-HSA-167160"
"POLR2K_amp"	"R-HSA-73854"
"POLR2K_amp"	"R-HSA-73772"
"POLR2K_amp"	"R-HSA-73864"
"POLR2K_amp"	"R-HSA-73762"
"POLR2K_amp"	"R-HSA-73863"
"POLR2K_amp"	"R-HSA-167162"
"POLR2K_amp"	"R-HSA-674695"
"POLR2K_amp"	"R-HSA-73776"
"POLR2K_amp"	"R-HSA-73857"
"POLR2K_amp"	"R-HSA-75955"
"POLR2K_amp"	"R-HSA-75953"
"POLR2K_amp"	"R-HSA-76042"
"POLR2K_amp"	"R-HSA-73779"
"POLR2K_amp"	"R-HSA-749476"
"POLR2K_amp"	"R-HSA-73780"
"POLR2K_amp"	"R-HSA-74158"
"POLR2K_amp"	"R-HSA-76046"
"POLR2K_amp"	"R-HSA-76061"
"POLR2K_amp"	"R-HSA-76066"
"POLR2K_amp"	"R-HSA-76071"
"POLR2K_amp"	"R-HSA-73980"
"POLR2K_amp"	"R-HSA-6807505"
"POLR2K_amp"	"R-HSA-162582"
"POLR2K_amp"	"R-HSA-190236"
"POLR2K_amp"	"R-HSA-1226099"
"POLR2K_amp"	"R-HSA-5654738"
"POLR2K_amp"	"R-HSA-8851708"
"POLR2K_amp"	"R-HSA-5655253"
"POLR2K_amp"	"R-HSA-9006931"
"POLR2K_amp"	"R-HSA-9006934"
"POLR2K_amp"	"R-HSA-6796648"
"POLR2K_amp"	"R-HSA-167243"
"POLR2K_amp"	"R-HSA-167246"
"POLR2K_amp"	"R-HSA-157579"
"POLR2K_amp"	"R-HSA-167172"
"POLR2K_amp"	"R-HSA-6781827"
"POLR2K_amp"	"R-HSA-3700989"
"POLR2K_amp"	"R-HSA-5578749"
"POLR2K_amp"	"R-HSA-9824446"
"POLR2K_amp"	"R-HSA-168325"
"POLR2K_amp"	"R-HSA-72086"
"POLR2K_amp"	"R-HSA-72172"
"POLR2K_amp"	"R-HSA-72163"
"POLR2K_amp"	"R-HSA-72165"
"POLR2L_amp"	"R-HSA-167242"
"POLR2L_amp"	"R-HSA-5619507"
"POLR2L_amp"	"R-HSA-5617472"
"POLR2L_amp"	"R-HSA-5250924"
"POLR2L_amp"	"R-HSA-1640170"
"POLR2L_amp"	"R-HSA-73886"
"POLR2L_amp"	"R-HSA-1834949"
"POLR2L_amp"	"R-HSA-73894"
"POLR2L_amp"	"R-HSA-1266738"
"POLR2L_amp"	"R-HSA-1643685"
"POLR2L_amp"	"R-HSA-5663202"
"POLR2L_amp"	"R-HSA-6782135"
"POLR2L_amp"	"R-HSA-8939211"
"POLR2L_amp"	"R-HSA-212165"
"POLR2L_amp"	"R-HSA-9018519"
"POLR2L_amp"	"R-HSA-6803529"
"POLR2L_amp"	"R-HSA-1839126"
"POLR2L_amp"	"R-HSA-167152"
"POLR2L_amp"	"R-HSA-167200"
"POLR2L_amp"	"R-HSA-112382"
"POLR2L_amp"	"R-HSA-6781823"
"POLR2L_amp"	"R-HSA-113418"
"POLR2L_amp"	"R-HSA-167158"
"POLR2L_amp"	"R-HSA-6782210"
"POLR2L_amp"	"R-HSA-211000"
"POLR2L_amp"	"R-HSA-74160"
"POLR2L_amp"	"R-HSA-212436"
"POLR2L_amp"	"R-HSA-162906"
"POLR2L_amp"	"R-HSA-162587"
"POLR2L_amp"	"R-HSA-167169"
"POLR2L_amp"	"R-HSA-167161"
"POLR2L_amp"	"R-HSA-167287"
"POLR2L_amp"	"R-HSA-168256"
"POLR2L_amp"	"R-HSA-5663205"
"POLR2L_amp"	"R-HSA-168255"
"POLR2L_amp"	"R-HSA-168273"
"POLR2L_amp"	"R-HSA-9670095"
"POLR2L_amp"	"R-HSA-168249"
"POLR2L_amp"	"R-HSA-162599"
"POLR2L_amp"	"R-HSA-8953854"
"POLR2L_amp"	"R-HSA-203927"
"POLR2L_amp"	"R-HSA-5250941"
"POLR2L_amp"	"R-HSA-427413"
"POLR2L_amp"	"R-HSA-5696398"
"POLR2L_amp"	"R-HSA-5601884"
"POLR2L_amp"	"R-HSA-167290"
"POLR2L_amp"	"R-HSA-167238"
"POLR2L_amp"	"R-HSA-5250913"
"POLR2L_amp"	"R-HSA-72203"
"POLR2L_amp"	"R-HSA-77075"
"POLR2L_amp"	"R-HSA-167160"
"POLR2L_amp"	"R-HSA-73854"
"POLR2L_amp"	"R-HSA-73772"
"POLR2L_amp"	"R-HSA-73864"
"POLR2L_amp"	"R-HSA-73762"
"POLR2L_amp"	"R-HSA-73863"
"POLR2L_amp"	"R-HSA-167162"
"POLR2L_amp"	"R-HSA-674695"
"POLR2L_amp"	"R-HSA-73776"
"POLR2L_amp"	"R-HSA-73857"
"POLR2L_amp"	"R-HSA-75955"
"POLR2L_amp"	"R-HSA-75953"
"POLR2L_amp"	"R-HSA-76042"
"POLR2L_amp"	"R-HSA-73779"
"POLR2L_amp"	"R-HSA-749476"
"POLR2L_amp"	"R-HSA-73780"
"POLR2L_amp"	"R-HSA-74158"
"POLR2L_amp"	"R-HSA-76046"
"POLR2L_amp"	"R-HSA-76061"
"POLR2L_amp"	"R-HSA-76066"
"POLR2L_amp"	"R-HSA-76071"
"POLR2L_amp"	"R-HSA-73980"
"POLR2L_amp"	"R-HSA-6807505"
"POLR2L_amp"	"R-HSA-162582"
"POLR2L_amp"	"R-HSA-190236"
"POLR2L_amp"	"R-HSA-1226099"
"POLR2L_amp"	"R-HSA-5654738"
"POLR2L_amp"	"R-HSA-8851708"
"POLR2L_amp"	"R-HSA-5655253"
"POLR2L_amp"	"R-HSA-9006931"
"POLR2L_amp"	"R-HSA-9006934"
"POLR2L_amp"	"R-HSA-6796648"
"POLR2L_amp"	"R-HSA-167243"
"POLR2L_amp"	"R-HSA-167246"
"POLR2L_amp"	"R-HSA-157579"
"POLR2L_amp"	"R-HSA-167172"
"POLR2L_amp"	"R-HSA-6781827"
"POLR2L_amp"	"R-HSA-3700989"
"POLR2L_amp"	"R-HSA-5578749"
"POLR2L_amp"	"R-HSA-9824446"
"POLR2L_amp"	"R-HSA-168325"
"POLR2L_amp"	"R-HSA-72086"
"POLR2L_amp"	"R-HSA-72172"
"POLR2L_amp"	"R-HSA-72163"
"POLR2L_amp"	"R-HSA-72165"
"SUPT4H1_amp"	"R-HSA-167242"
"SUPT4H1_amp"	"R-HSA-1643685"
"SUPT4H1_amp"	"R-HSA-167152"
"SUPT4H1_amp"	"R-HSA-167200"
"SUPT4H1_amp"	"R-HSA-112382"
"SUPT4H1_amp"	"R-HSA-113418"
"SUPT4H1_amp"	"R-HSA-167158"
"SUPT4H1_amp"	"R-HSA-74160"
"SUPT4H1_amp"	"R-HSA-212436"
"SUPT4H1_amp"	"R-HSA-162906"
"SUPT4H1_amp"	"R-HSA-162587"
"SUPT4H1_amp"	"R-HSA-167169"
"SUPT4H1_amp"	"R-HSA-167287"
"SUPT4H1_amp"	"R-HSA-5663205"
"SUPT4H1_amp"	"R-HSA-162599"
"SUPT4H1_amp"	"R-HSA-167290"
"SUPT4H1_amp"	"R-HSA-167238"
"SUPT4H1_amp"	"R-HSA-674695"
"SUPT4H1_amp"	"R-HSA-73857"
"SUPT4H1_amp"	"R-HSA-75955"
"SUPT4H1_amp"	"R-HSA-6807505"
"SUPT4H1_amp"	"R-HSA-6796648"
"SUPT4H1_amp"	"R-HSA-167243"
"SUPT4H1_amp"	"R-HSA-167246"
"SUPT4H1_amp"	"R-HSA-167172"
"SUPT4H1_amp"	"R-HSA-3700989"
"SUPT4H1_amp"	"R-HSA-9824446"
"PPFIA1_amp"	"R-HSA-264642"
"PPFIA1_amp"	"R-HSA-212676"
"PPFIA1_amp"	"R-HSA-210500"
"PPFIA1_amp"	"R-HSA-112316"
"PPFIA1_amp"	"R-HSA-112310"
"PPFIA1_amp"	"R-HSA-181430"
"PPFIA1_amp"	"R-HSA-6794362"
"PPFIA1_amp"	"R-HSA-388844"
"PPFIA1_amp"	"R-HSA-181429"
"PPFIA1_amp"	"R-HSA-112315"
"PPFIA3_amp"	"R-HSA-264642"
"PPFIA3_amp"	"R-HSA-212676"
"PPFIA3_amp"	"R-HSA-210500"
"PPFIA3_amp"	"R-HSA-112316"
"PPFIA3_amp"	"R-HSA-112310"
"PPFIA3_amp"	"R-HSA-181430"
"PPFIA3_amp"	"R-HSA-6794362"
"PPFIA3_amp"	"R-HSA-388844"
"PPFIA3_amp"	"R-HSA-181429"
"PPFIA3_amp"	"R-HSA-112315"
"PPFIA4_amp"	"R-HSA-264642"
"PPFIA4_amp"	"R-HSA-212676"
"PPFIA4_amp"	"R-HSA-210500"
"PPFIA4_amp"	"R-HSA-112316"
"PPFIA4_amp"	"R-HSA-112310"
"PPFIA4_amp"	"R-HSA-181430"
"PPFIA4_amp"	"R-HSA-6794362"
"PPFIA4_amp"	"R-HSA-388844"
"PPFIA4_amp"	"R-HSA-181429"
"PPFIA4_amp"	"R-HSA-112315"
"SLC18A3_amp"	"R-HSA-264642"
"SLC18A3_amp"	"R-HSA-8856825"
"SLC18A3_amp"	"R-HSA-8856828"
"SLC18A3_amp"	"R-HSA-199991"
"SLC18A3_amp"	"R-HSA-112316"
"SLC18A3_amp"	"R-HSA-112310"
"SLC18A3_amp"	"R-HSA-112315"
"SLC18A3_amp"	"R-HSA-5653656"
"UNC13B_amp"	"R-HSA-264642"
"UNC13B_amp"	"R-HSA-212676"
"UNC13B_amp"	"R-HSA-210500"
"UNC13B_amp"	"R-HSA-112316"
"UNC13B_amp"	"R-HSA-112310"
"UNC13B_amp"	"R-HSA-181430"
"UNC13B_amp"	"R-HSA-181429"
"UNC13B_amp"	"R-HSA-112315"
"CHRNA3_amp"	"R-HSA-181431"
"CHRNA3_amp"	"R-HSA-629597"
"CHRNA3_amp"	"R-HSA-629594"
"CHRNA3_amp"	"R-HSA-112316"
"CHRNA3_amp"	"R-HSA-112314"
"CHRNA3_amp"	"R-HSA-622327"
"CHRNA3_amp"	"R-HSA-622323"
"CHRNA3_amp"	"R-HSA-112315"
"CHRNA5_amp"	"R-HSA-181431"
"CHRNA5_amp"	"R-HSA-629597"
"CHRNA5_amp"	"R-HSA-629594"
"CHRNA5_amp"	"R-HSA-112316"
"CHRNA5_amp"	"R-HSA-112314"
"CHRNA5_amp"	"R-HSA-622327"
"CHRNA5_amp"	"R-HSA-622323"
"CHRNA5_amp"	"R-HSA-112315"
"CHRNA7_amp"	"R-HSA-181431"
"CHRNA7_amp"	"R-HSA-629594"
"CHRNA7_amp"	"R-HSA-112316"
"CHRNA7_amp"	"R-HSA-112314"
"CHRNA7_amp"	"R-HSA-622327"
"CHRNA7_amp"	"R-HSA-112315"
"CHRNB2_amp"	"R-HSA-181431"
"CHRNB2_amp"	"R-HSA-629597"
"CHRNB2_amp"	"R-HSA-629594"
"CHRNB2_amp"	"R-HSA-629587"
"CHRNB2_amp"	"R-HSA-112316"
"CHRNB2_amp"	"R-HSA-112314"
"CHRNB2_amp"	"R-HSA-622327"
"CHRNB2_amp"	"R-HSA-622323"
"CHRNB2_amp"	"R-HSA-112315"
"CHRNB4_amp"	"R-HSA-181431"
"CHRNB4_amp"	"R-HSA-629597"
"CHRNB4_amp"	"R-HSA-629594"
"CHRNB4_amp"	"R-HSA-629587"
"CHRNB4_amp"	"R-HSA-168256"
"CHRNB4_amp"	"R-HSA-168249"
"CHRNB4_amp"	"R-HSA-112316"
"CHRNB4_amp"	"R-HSA-112314"
"CHRNB4_amp"	"R-HSA-6798695"
"CHRNB4_amp"	"R-HSA-622327"
"CHRNB4_amp"	"R-HSA-622323"
"CHRNB4_amp"	"R-HSA-112315"
"PLCB2_amp"	"R-HSA-399997"
"PLCB2_amp"	"R-HSA-451326"
"PLCB2_amp"	"R-HSA-3858494"
"PLCB2_amp"	"R-HSA-4086398"
"PLCB2_amp"	"R-HSA-434316"
"PLCB2_amp"	"R-HSA-400451"
"PLCB2_amp"	"R-HSA-418594"
"PLCB2_amp"	"R-HSA-416476"
"PLCB2_amp"	"R-HSA-418217"
"PLCB2_amp"	"R-HSA-397795"
"PLCB2_amp"	"R-HSA-112040"
"PLCB2_amp"	"R-HSA-388396"
"PLCB2_amp"	"R-HSA-1483249"
"PLCB2_amp"	"R-HSA-163685"
"PLCB2_amp"	"R-HSA-1430728"
"PLCB2_amp"	"R-HSA-112316"
"PLCB2_amp"	"R-HSA-112314"
"PLCB2_amp"	"R-HSA-111885"
"PLCB2_amp"	"R-HSA-112043"
"PLCB2_amp"	"R-HSA-500657"
"PLCB2_amp"	"R-HSA-422356"
"PLCB2_amp"	"R-HSA-9709957"
"PLCB2_amp"	"R-HSA-9717207"
"PLCB2_amp"	"R-HSA-9717189"
"PLCB2_amp"	"R-HSA-162582"
"PLCB2_amp"	"R-HSA-372790"
"PLCB2_amp"	"R-HSA-195721"
"PLCB2_amp"	"R-HSA-1855204"
"PLCB2_amp"	"R-HSA-112315"
"PLCB3_amp"	"R-HSA-399997"
"PLCB3_amp"	"R-HSA-451326"
"PLCB3_amp"	"R-HSA-3858494"
"PLCB3_amp"	"R-HSA-4086398"
"PLCB3_amp"	"R-HSA-434316"
"PLCB3_amp"	"R-HSA-400451"
"PLCB3_amp"	"R-HSA-418594"
"PLCB3_amp"	"R-HSA-416476"
"PLCB3_amp"	"R-HSA-418217"
"PLCB3_amp"	"R-HSA-397795"
"PLCB3_amp"	"R-HSA-112040"
"PLCB3_amp"	"R-HSA-388396"
"PLCB3_amp"	"R-HSA-1483249"
"PLCB3_amp"	"R-HSA-163685"
"PLCB3_amp"	"R-HSA-1430728"
"PLCB3_amp"	"R-HSA-112316"
"PLCB3_amp"	"R-HSA-112314"
"PLCB3_amp"	"R-HSA-111885"
"PLCB3_amp"	"R-HSA-112043"
"PLCB3_amp"	"R-HSA-500657"
"PLCB3_amp"	"R-HSA-422356"
"PLCB3_amp"	"R-HSA-162582"
"PLCB3_amp"	"R-HSA-372790"
"PLCB3_amp"	"R-HSA-195721"
"PLCB3_amp"	"R-HSA-1855204"
"PLCB3_amp"	"R-HSA-112315"
"PRKCA_amp"	"R-HSA-399997"
"PRKCA_amp"	"R-HSA-422475"
"PRKCA_amp"	"R-HSA-3858494"
"PRKCA_amp"	"R-HSA-111996"
"PRKCA_amp"	"R-HSA-4086398"
"PRKCA_amp"	"R-HSA-111997"
"PRKCA_amp"	"R-HSA-111933"
"PRKCA_amp"	"R-HSA-1640170"
"PRKCA_amp"	"R-HSA-69278"
"PRKCA_amp"	"R-HSA-1489509"
"PRKCA_amp"	"R-HSA-4419969"
"PRKCA_amp"	"R-HSA-1266738"
"PRKCA_amp"	"R-HSA-2179392"
"PRKCA_amp"	"R-HSA-1474244"
"PRKCA_amp"	"R-HSA-418594"
"PRKCA_amp"	"R-HSA-416476"
"PRKCA_amp"	"R-HSA-418597"
"PRKCA_amp"	"R-HSA-112040"
"PRKCA_amp"	"R-HSA-388396"
"PRKCA_amp"	"R-HSA-881907"
"PRKCA_amp"	"R-HSA-399721"
"PRKCA_amp"	"R-HSA-109582"
"PRKCA_amp"	"R-HSA-450520"
"PRKCA_amp"	"R-HSA-2514859"
"PRKCA_amp"	"R-HSA-163685"
"PRKCA_amp"	"R-HSA-9006925"
"PRKCA_amp"	"R-HSA-68886"
"PRKCA_amp"	"R-HSA-1430728"
"PRKCA_amp"	"R-HSA-8953854"
"PRKCA_amp"	"R-HSA-68875"
"PRKCA_amp"	"R-HSA-9675108"
"PRKCA_amp"	"R-HSA-112316"
"PRKCA_amp"	"R-HSA-112314"
"PRKCA_amp"	"R-HSA-3000171"
"PRKCA_amp"	"R-HSA-2980766"
"PRKCA_amp"	"R-HSA-111885"
"PRKCA_amp"	"R-HSA-4086400"
"PRKCA_amp"	"R-HSA-112043"
"PRKCA_amp"	"R-HSA-76002"
"PRKCA_amp"	"R-HSA-8853659"
"PRKCA_amp"	"R-HSA-195258"
"PRKCA_amp"	"R-HSA-5668599"
"PRKCA_amp"	"R-HSA-9010642"
