"input"	"translation"
"PIK3R1_mut"	"R-HSA-109704"
"PIK3R1_mut"	"R-HSA-1963642"
"PIK3R1_mut"	"R-HSA-1250342"
"PIK3R1_mut"	"R-HSA-2219528"
"PIK3R1_mut"	"R-HSA-198203"
"PIK3R1_mut"	"R-HSA-6811558"
"PIK3R1_mut"	"R-HSA-1257604"
"PIK3R1_mut"	"R-HSA-1483257"
"PIK3R1_mut"	"R-HSA-76002"
"PIK3R1_mut"	"R-HSA-9013149"
"PIK3R1_mut"	"R-HSA-9013404"
"PIK3R1_mut"	"R-HSA-9013423"
"PIK3R1_mut"	"R-HSA-5673001"
"PIK3R1_mut"	"R-HSA-8853659"
"PIK3R1_mut"	"R-HSA-9012999"
"PIK3R1_mut"	"R-HSA-8980692"
"PIK3R1_mut"	"R-HSA-9013026"
"PIK3R1_mut"	"R-HSA-9013106"
"PIK3R1_mut"	"R-HSA-9013405"
"PIK3R1_mut"	"R-HSA-9035034"
"PIK3R1_mut"	"R-HSA-9013408"
"PIK3R1_mut"	"R-HSA-9013409"
"PIK3R1_mut"	"R-HSA-9013420"
"PIK3R1_mut"	"R-HSA-9013424"
"PIK3R1_mut"	"R-HSA-9696273"
"PIK3R1_mut"	"R-HSA-9696270"
"PIK3R1_mut"	"R-HSA-9696264"
"PIK3R1_mut"	"R-HSA-912631"
"PIK3R1_mut"	"R-HSA-2730905"
"PIK3R1_mut"	"R-HSA-2029485"
"PIK3R1_mut"	"R-HSA-162582"
"PIK3R1_mut"	"R-HSA-201556"
"PIK3R1_mut"	"R-HSA-9725370"
"PIK3R1_mut"	"R-HSA-9700206"
"PIK3R1_mut"	"R-HSA-9680350"
"PIK3R1_mut"	"R-HSA-177929"
"PIK3R1_mut"	"R-HSA-1643713"
"PIK3R1_mut"	"R-HSA-5637812"
"PIK3R1_mut"	"R-HSA-1227986"
"PIK3R1_mut"	"R-HSA-9665348"
"PIK3R1_mut"	"R-HSA-9664565"
"PIK3R1_mut"	"R-HSA-1227990"
"PIK3R1_mut"	"R-HSA-1236394"
"PIK3R1_mut"	"R-HSA-9006335"
"PIK3R1_mut"	"R-HSA-190236"
"PIK3R1_mut"	"R-HSA-1226099"
"PIK3R1_mut"	"R-HSA-5654736"
"PIK3R1_mut"	"R-HSA-5655302"
"PIK3R1_mut"	"R-HSA-5654738"
"PIK3R1_mut"	"R-HSA-5655253"
"PIK3R1_mut"	"R-HSA-5654741"
"PIK3R1_mut"	"R-HSA-5655332"
"PIK3R1_mut"	"R-HSA-5654743"
"PIK3R1_mut"	"R-HSA-5655291"
"PIK3R1_mut"	"R-HSA-9703648"
"PIK3R1_mut"	"R-HSA-9703465"
"PIK3R1_mut"	"R-HSA-372790"
"PIK3R1_mut"	"R-HSA-74752"
"PIK3R1_mut"	"R-HSA-449147"
"PIK3R1_mut"	"R-HSA-9669938"
"PIK3R1_mut"	"R-HSA-5637815"
"PIK3R1_mut"	"R-HSA-6806834"
"PIK3R1_mut"	"R-HSA-187037"
"PIK3R1_mut"	"R-HSA-9006115"
"PIK3R1_mut"	"R-HSA-9034015"
"PIK3R1_mut"	"R-HSA-166520"
"PIK3R1_mut"	"R-HSA-9006931"
"PIK3R1_mut"	"R-HSA-186797"
"PIK3R1_mut"	"R-HSA-9671555"
"PIK3R1_mut"	"R-HSA-9673770"
"PIK3R1_mut"	"R-HSA-9673767"
"PIK3R1_mut"	"R-HSA-9006934"
"PIK3R1_mut"	"R-HSA-194315"
"PIK3R1_mut"	"R-HSA-9716542"
"PIK3R1_mut"	"R-HSA-1433557"
"PIK3R1_mut"	"R-HSA-2404192"
"PIK3R1_mut"	"R-HSA-194138"
"PIK3R1_mut"	"R-HSA-1839117"
"PIK3R1_mut"	"R-HSA-9670439"
"PIK3R1_mut"	"R-HSA-983705"
"PIK3R1_mut"	"R-HSA-1660499"
"PIK3R1_mut"	"R-HSA-202403"
"PIK3R1_mut"	"R-HSA-210993"
"PIK3R1_mut"	"R-HSA-4420097"
"NTRK3_mut"	"R-HSA-9603381"
"NTRK3_mut"	"R-HSA-9034793"
"NTRK3_mut"	"R-HSA-9034864"
"NTRK3_mut"	"R-HSA-9034013"
"NTRK3_mut"	"R-HSA-9603505"
"NTRK3_mut"	"R-HSA-112316"
"NTRK3_mut"	"R-HSA-6794362"
"NTRK3_mut"	"R-HSA-388844"
"NTRK3_mut"	"R-HSA-162582"
"NTRK3_mut"	"R-HSA-9034015"
"NTRK3_mut"	"R-HSA-166520"
"NTRK3_mut"	"R-HSA-9006934"
"KDM1A_mut"	"R-HSA-5625886"
"KDM1A_mut"	"R-HSA-3247509"
"KDM1A_mut"	"R-HSA-4839726"
"KDM1A_mut"	"R-HSA-1643685"
"KDM1A_mut"	"R-HSA-8939211"
"KDM1A_mut"	"R-HSA-9018519"
"KDM1A_mut"	"R-HSA-983231"
"KDM1A_mut"	"R-HSA-3214815"
"KDM1A_mut"	"R-HSA-3214842"
"KDM1A_mut"	"R-HSA-109582"
"KDM1A_mut"	"R-HSA-5663205"
"KDM1A_mut"	"R-HSA-9006925"
"KDM1A_mut"	"R-HSA-9024446"
"KDM1A_mut"	"R-HSA-9029569"
"KDM1A_mut"	"R-HSA-1257604"
"KDM1A_mut"	"R-HSA-6807070"
"KDM1A_mut"	"R-HSA-9679191"
"KDM1A_mut"	"R-HSA-195258"
"KDM1A_mut"	"R-HSA-5625740"
"KDM1A_mut"	"R-HSA-8943724"
"KDM1A_mut"	"R-HSA-9679506"
"KDM1A_mut"	"R-HSA-162582"
"KDM1A_mut"	"R-HSA-9006931"
"KDM1A_mut"	"R-HSA-194315"
"KDM1A_mut"	"R-HSA-9716542"
"KDM1A_mut"	"R-HSA-9824446"
"NCOA2_mut"	"R-HSA-5625886"
"NCOA2_mut"	"R-HSA-2426168"
"NCOA2_mut"	"R-HSA-1368108"
"NCOA2_mut"	"R-HSA-194068"
"NCOA2_mut"	"R-HSA-211859"
"NCOA2_mut"	"R-HSA-9711123"
"NCOA2_mut"	"R-HSA-8953897"
"NCOA2_mut"	"R-HSA-2262752"
"NCOA2_mut"	"R-HSA-3247509"
"NCOA2_mut"	"R-HSA-4839726"
"NCOA2_mut"	"R-HSA-400253"
"NCOA2_mut"	"R-HSA-211897"
"NCOA2_mut"	"R-HSA-9707564"
"NCOA2_mut"	"R-HSA-1266738"
"NCOA2_mut"	"R-HSA-8939211"
"NCOA2_mut"	"R-HSA-211976"
"NCOA2_mut"	"R-HSA-9018519"
"NCOA2_mut"	"R-HSA-3214847"
"NCOA2_mut"	"R-HSA-9707616"
"NCOA2_mut"	"R-HSA-1430728"
"NCOA2_mut"	"R-HSA-556833"
"NCOA2_mut"	"R-HSA-392499"
"NCOA2_mut"	"R-HSA-8957322"
"NCOA2_mut"	"R-HSA-1592230"
"NCOA2_mut"	"R-HSA-1852241"
"NCOA2_mut"	"R-HSA-1989781"
"NCOA2_mut"	"R-HSA-211945"
"NCOA2_mut"	"R-HSA-597592"
"NCOA2_mut"	"R-HSA-195258"
"NCOA2_mut"	"R-HSA-5625740"
"NCOA2_mut"	"R-HSA-1368082"
"NCOA2_mut"	"R-HSA-159418"
"NCOA2_mut"	"R-HSA-1655829"
"NCOA2_mut"	"R-HSA-400206"
"NCOA2_mut"	"R-HSA-3108232"
"NCOA2_mut"	"R-HSA-2990846"
"NCOA2_mut"	"R-HSA-3899300"
"NCOA2_mut"	"R-HSA-162582"
"NCOA2_mut"	"R-HSA-9006931"
"NCOA2_mut"	"R-HSA-194315"
"NCOA2_mut"	"R-HSA-9716542"
"NCOA2_mut"	"R-HSA-192105"
"NCOA2_mut"	"R-HSA-193807"
"NCOA2_mut"	"R-HSA-193368"
"NCOA2_mut"	"R-HSA-2151201"
"NCOA2_mut"	"R-HSA-381340"
"FGFR2_mut"	"R-HSA-2033519"
"FGFR2_mut"	"R-HSA-2219530"
"FGFR2_mut"	"R-HSA-1643685"
"FGFR2_mut"	"R-HSA-5663202"
"FGFR2_mut"	"R-HSA-5654696"
"FGFR2_mut"	"R-HSA-190241"
"FGFR2_mut"	"R-HSA-1839126"
"FGFR2_mut"	"R-HSA-190377"
"FGFR2_mut"	"R-HSA-190375"
"FGFR2_mut"	"R-HSA-5654700"
"FGFR2_mut"	"R-HSA-2428924"
"FGFR2_mut"	"R-HSA-112399"
"FGFR2_mut"	"R-HSA-2428928"
"FGFR2_mut"	"R-HSA-74751"
"FGFR2_mut"	"R-HSA-9006925"
"FGFR2_mut"	"R-HSA-5683057"
"FGFR2_mut"	"R-HSA-5684996"
"FGFR2_mut"	"R-HSA-5654727"
"FGFR2_mut"	"R-HSA-199418"
"FGFR2_mut"	"R-HSA-5654695"
"FGFR2_mut"	"R-HSA-109704"
"FGFR2_mut"	"R-HSA-2219528"
"FGFR2_mut"	"R-HSA-6811558"
"FGFR2_mut"	"R-HSA-1257604"
"FGFR2_mut"	"R-HSA-5654221"
"FGFR2_mut"	"R-HSA-5673001"
"FGFR2_mut"	"R-HSA-5654699"
"FGFR2_mut"	"R-HSA-162582"
"FGFR2_mut"	"R-HSA-190236"
"FGFR2_mut"	"R-HSA-1226099"
"FGFR2_mut"	"R-HSA-5654738"
"FGFR2_mut"	"R-HSA-8851708"
"FGFR2_mut"	"R-HSA-5655253"
"FGFR2_mut"	"R-HSA-74752"
"FGFR2_mut"	"R-HSA-9006934"
"FGFR2_mut"	"R-HSA-2404192"
"GRIA2_mut"	"R-HSA-399710"
"GRIA2_mut"	"R-HSA-442755"
"GRIA2_mut"	"R-HSA-74160"
"GRIA2_mut"	"R-HSA-212436"
"GRIA2_mut"	"R-HSA-399721"
"GRIA2_mut"	"R-HSA-9620244"
"GRIA2_mut"	"R-HSA-9022699"
"GRIA2_mut"	"R-HSA-112316"
"GRIA2_mut"	"R-HSA-112314"
"GRIA2_mut"	"R-HSA-438064"
"GRIA2_mut"	"R-HSA-73857"
"GRIA2_mut"	"R-HSA-399719"
"GRIA2_mut"	"R-HSA-416993"
"GRIA2_mut"	"R-HSA-8986944"
"GRIA2_mut"	"R-HSA-112315"
"GRIA2_mut"	"R-HSA-438066"
"GRIA3_mut"	"R-HSA-399710"
"GRIA3_mut"	"R-HSA-442755"
"GRIA3_mut"	"R-HSA-399721"
"GRIA3_mut"	"R-HSA-112316"
"GRIA3_mut"	"R-HSA-112314"
"GRIA3_mut"	"R-HSA-6794362"
"GRIA3_mut"	"R-HSA-8849932"
"GRIA3_mut"	"R-HSA-399719"
"GRIA3_mut"	"R-HSA-416993"
"GRIA3_mut"	"R-HSA-112315"
"GRIA3_mut"	"R-HSA-438066"
"GRIA4_mut"	"R-HSA-399710"
"GRIA4_mut"	"R-HSA-442755"
"GRIA4_mut"	"R-HSA-399721"
"GRIA4_mut"	"R-HSA-112316"
"GRIA4_mut"	"R-HSA-112314"
"GRIA4_mut"	"R-HSA-6794362"
"GRIA4_mut"	"R-HSA-8849932"
"GRIA4_mut"	"R-HSA-399719"
"GRIA4_mut"	"R-HSA-416993"
"GRIA4_mut"	"R-HSA-112315"
"GRIA4_mut"	"R-HSA-438066"
"MAPT_mut"	"R-HSA-9619483"
"MAPT_mut"	"R-HSA-442755"
"MAPT_mut"	"R-HSA-1169410"
"MAPT_mut"	"R-HSA-109581"
"MAPT_mut"	"R-HSA-111465"
"MAPT_mut"	"R-HSA-75153"
"MAPT_mut"	"R-HSA-264870"
"MAPT_mut"	"R-HSA-1280215"
"MAPT_mut"	"R-HSA-168256"
"MAPT_mut"	"R-HSA-913531"
"MAPT_mut"	"R-HSA-112316"
"MAPT_mut"	"R-HSA-112314"
"MAPT_mut"	"R-HSA-9833482"
"MAPT_mut"	"R-HSA-438064"
"MAPT_mut"	"R-HSA-5357801"
"MAPT_mut"	"R-HSA-112315"
"TUBAL3_mut"	"R-HSA-9619483"
"TUBAL3_mut"	"R-HSA-442755"
"TUBAL3_mut"	"R-HSA-1280218"
"TUBAL3_mut"	"R-HSA-9646399"
"TUBAL3_mut"	"R-HSA-1169410"
"TUBAL3_mut"	"R-HSA-446203"
"TUBAL3_mut"	"R-HSA-9609736"
"TUBAL3_mut"	"R-HSA-9612973"
"TUBAL3_mut"	"R-HSA-422475"
"TUBAL3_mut"	"R-HSA-6811434"
"TUBAL3_mut"	"R-HSA-6811436"
"TUBAL3_mut"	"R-HSA-6807878"
"TUBAL3_mut"	"R-HSA-8955332"
"TUBAL3_mut"	"R-HSA-1640170"
"TUBAL3_mut"	"R-HSA-69278"
"TUBAL3_mut"	"R-HSA-8953897"
"TUBAL3_mut"	"R-HSA-2262752"
"TUBAL3_mut"	"R-HSA-390466"
"TUBAL3_mut"	"R-HSA-5617833"
"TUBAL3_mut"	"R-HSA-389958"
"TUBAL3_mut"	"R-HSA-1280215"
"TUBAL3_mut"	"R-HSA-1266738"
"TUBAL3_mut"	"R-HSA-1643685"
"TUBAL3_mut"	"R-HSA-9648025"
"TUBAL3_mut"	"R-HSA-199977"
"TUBAL3_mut"	"R-HSA-983231"
"TUBAL3_mut"	"R-HSA-389960"
"TUBAL3_mut"	"R-HSA-69275"
"TUBAL3_mut"	"R-HSA-190861"
"TUBAL3_mut"	"R-HSA-190828"
"TUBAL3_mut"	"R-HSA-157858"
"TUBAL3_mut"	"R-HSA-8856688"
"TUBAL3_mut"	"R-HSA-9609690"
"TUBAL3_mut"	"R-HSA-9609646"
"TUBAL3_mut"	"R-HSA-3371497"
"TUBAL3_mut"	"R-HSA-109582"
"TUBAL3_mut"	"R-HSA-168256"
"TUBAL3_mut"	"R-HSA-5663205"
"TUBAL3_mut"	"R-HSA-913531"
"TUBAL3_mut"	"R-HSA-6811442"
"TUBAL3_mut"	"R-HSA-983189"
"TUBAL3_mut"	"R-HSA-373760"
"TUBAL3_mut"	"R-HSA-68886"
"TUBAL3_mut"	"R-HSA-2132295"
"TUBAL3_mut"	"R-HSA-1632852"
"TUBAL3_mut"	"R-HSA-199991"
"TUBAL3_mut"	"R-HSA-392499"
"TUBAL3_mut"	"R-HSA-190840"
"TUBAL3_mut"	"R-HSA-68882"
"TUBAL3_mut"	"R-HSA-453274"
"TUBAL3_mut"	"R-HSA-2555396"
"TUBAL3_mut"	"R-HSA-68877"
"TUBAL3_mut"	"R-HSA-9675108"
"TUBAL3_mut"	"R-HSA-112316"
"TUBAL3_mut"	"R-HSA-112314"
"TUBAL3_mut"	"R-HSA-2995410"
"TUBAL3_mut"	"R-HSA-1852241"
"TUBAL3_mut"	"R-HSA-9833482"
"TUBAL3_mut"	"R-HSA-438064"
"TUBAL3_mut"	"R-HSA-389977"
"TUBAL3_mut"	"R-HSA-597592"
"TUBAL3_mut"	"R-HSA-391251"
"TUBAL3_mut"	"R-HSA-195258"
"TUBAL3_mut"	"R-HSA-5663220"
"TUBAL3_mut"	"R-HSA-5626467"
"TUBAL3_mut"	"R-HSA-380320"
"TUBAL3_mut"	"R-HSA-437239"
"TUBAL3_mut"	"R-HSA-2500257"
"TUBAL3_mut"	"R-HSA-9668328"
"TUBAL3_mut"	"R-HSA-9663891"
"TUBAL3_mut"	"R-HSA-2467813"
"TUBAL3_mut"	"R-HSA-162582"
"TUBAL3_mut"	"R-HSA-194315"
"TUBAL3_mut"	"R-HSA-9716542"
"TUBAL3_mut"	"R-HSA-8852276"
"TUBAL3_mut"	"R-HSA-1445148"
"TUBAL3_mut"	"R-HSA-112315"
"TUBAL3_mut"	"R-HSA-190872"
"TUBAL3_mut"	"R-HSA-948021"
"TUBAL3_mut"	"R-HSA-5653656"
"TUBAL3_mut"	"R-HSA-9824446"
"CDC25C_mut"	"R-HSA-176187"
"CDC25C_mut"	"R-HSA-1640170"
"CDC25C_mut"	"R-HSA-69620"
"CDC25C_mut"	"R-HSA-69278"
"CDC25C_mut"	"R-HSA-75035"
"CDC25C_mut"	"R-HSA-69273"
"CDC25C_mut"	"R-HSA-9734009"
"CDC25C_mut"	"R-HSA-8862803"
"CDC25C_mut"	"R-HSA-1643685"
"CDC25C_mut"	"R-HSA-9645723"
"CDC25C_mut"	"R-HSA-69481"
"CDC25C_mut"	"R-HSA-69473"
"CDC25C_mut"	"R-HSA-69275"
"CDC25C_mut"	"R-HSA-74160"
"CDC25C_mut"	"R-HSA-212436"
"CDC25C_mut"	"R-HSA-453274"
"CDC25C_mut"	"R-HSA-8863678"
"CDC25C_mut"	"R-HSA-156711"
"CDC25C_mut"	"R-HSA-195258"
"CDC25C_mut"	"R-HSA-5625740"
"CDC25C_mut"	"R-HSA-73857"
"CDC25C_mut"	"R-HSA-162582"
"CDC25C_mut"	"R-HSA-194315"
"CDC25C_mut"	"R-HSA-9716542"
"CDC25C_mut"	"R-HSA-6791312"
"CDC25C_mut"	"R-HSA-6804114"
"CDC25C_mut"	"R-HSA-6804115"
"CDC25C_mut"	"R-HSA-3700989"
"CLSPN_mut"	"R-HSA-176187"
"CLSPN_mut"	"R-HSA-109581"
"CLSPN_mut"	"R-HSA-111465"
"CLSPN_mut"	"R-HSA-75153"
"CLSPN_mut"	"R-HSA-1640170"
"CLSPN_mut"	"R-HSA-69620"
"CLSPN_mut"	"R-HSA-5693532"
"CLSPN_mut"	"R-HSA-73894"
"CLSPN_mut"	"R-HSA-5688426"
"CLSPN_mut"	"R-HSA-69481"
"CLSPN_mut"	"R-HSA-5693567"
"CLSPN_mut"	"R-HSA-5693538"
"CLSPN_mut"	"R-HSA-392499"
"CLSPN_mut"	"R-HSA-597592"
"CLSPN_mut"	"R-HSA-5693607"
"CLSPN_mut"	"R-HSA-5357801"
"CLSPN_mut"	"R-HSA-5689880"
"DBF4_mut"	"R-HSA-176187"
"DBF4_mut"	"R-HSA-68962"
"DBF4_mut"	"R-HSA-1640170"
"DBF4_mut"	"R-HSA-69620"
"DBF4_mut"	"R-HSA-69278"
"DBF4_mut"	"R-HSA-69306"
"DBF4_mut"	"R-HSA-69002"
"DBF4_mut"	"R-HSA-69206"
"DBF4_mut"	"R-HSA-69481"
"DBF4_mut"	"R-HSA-453279"
"MCM10_mut"	"R-HSA-176187"
"MCM10_mut"	"R-HSA-68962"
"MCM10_mut"	"R-HSA-1640170"
"MCM10_mut"	"R-HSA-69620"
"MCM10_mut"	"R-HSA-69278"
"MCM10_mut"	"R-HSA-69306"
"MCM10_mut"	"R-HSA-69002"
"MCM10_mut"	"R-HSA-69206"
"MCM10_mut"	"R-HSA-69481"
"MCM10_mut"	"R-HSA-453279"
"MCM7_mut"	"R-HSA-176187"
"MCM7_mut"	"R-HSA-68962"
"MCM7_mut"	"R-HSA-68867"
"MCM7_mut"	"R-HSA-1640170"
"MCM7_mut"	"R-HSA-69620"
"MCM7_mut"	"R-HSA-69278"
"MCM7_mut"	"R-HSA-69306"
"MCM7_mut"	"R-HSA-69002"
"MCM7_mut"	"R-HSA-69190"
"MCM7_mut"	"R-HSA-69206"
"MCM7_mut"	"R-HSA-69481"
"MCM7_mut"	"R-HSA-453279"
"MCM7_mut"	"R-HSA-68949"
"MCM7_mut"	"R-HSA-69242"
"MCM7_mut"	"R-HSA-69052"
"MCM7_mut"	"R-HSA-69239"
"MCM7_mut"	"R-HSA-176974"
"ORC3_mut"	"R-HSA-176187"
"ORC3_mut"	"R-HSA-68962"
"ORC3_mut"	"R-HSA-68616"
"ORC3_mut"	"R-HSA-68867"
"ORC3_mut"	"R-HSA-68689"
"ORC3_mut"	"R-HSA-1640170"
"ORC3_mut"	"R-HSA-69620"
"ORC3_mut"	"R-HSA-69278"
"ORC3_mut"	"R-HSA-69306"
"ORC3_mut"	"R-HSA-69002"
"ORC3_mut"	"R-HSA-113510"
"ORC3_mut"	"R-HSA-113507"
"ORC3_mut"	"R-HSA-69206"
"ORC3_mut"	"R-HSA-69481"
"ORC3_mut"	"R-HSA-453279"
"ORC3_mut"	"R-HSA-68949"
"ORC3_mut"	"R-HSA-69242"
"ORC3_mut"	"R-HSA-69052"
"ORC3_mut"	"R-HSA-69239"
"PPP1R13B_mut"	"R-HSA-114452"
"PPP1R13B_mut"	"R-HSA-139915"
"PPP1R13B_mut"	"R-HSA-109581"
"PPP1R13B_mut"	"R-HSA-74160"
"PPP1R13B_mut"	"R-HSA-212436"
"PPP1R13B_mut"	"R-HSA-109606"
"PPP1R13B_mut"	"R-HSA-5357801"
"PPP1R13B_mut"	"R-HSA-73857"
"PPP1R13B_mut"	"R-HSA-5633007"
"PPP1R13B_mut"	"R-HSA-6804759"
"PPP1R13B_mut"	"R-HSA-5633008"
"PPP1R13B_mut"	"R-HSA-6803211"
"PPP1R13B_mut"	"R-HSA-6803204"
"PPP1R13B_mut"	"R-HSA-6803205"
"PPP1R13B_mut"	"R-HSA-3700989"
"TP53_mut"	"R-HSA-114452"
"TP53_mut"	"R-HSA-111448"
"TP53_mut"	"R-HSA-139915"
"TP53_mut"	"R-HSA-1169410"
"TP53_mut"	"R-HSA-109581"
"TP53_mut"	"R-HSA-390471"
"TP53_mut"	"R-HSA-349425"
"TP53_mut"	"R-HSA-1640170"
"TP53_mut"	"R-HSA-69620"
"TP53_mut"	"R-HSA-69278"
"TP53_mut"	"R-HSA-2559583"
"TP53_mut"	"R-HSA-8953897"
"TP53_mut"	"R-HSA-2262752"
"TP53_mut"	"R-HSA-390466"
"TP53_mut"	"R-HSA-1280215"
"TP53_mut"	"R-HSA-2559586"
"TP53_mut"	"R-HSA-5693606"
"TP53_mut"	"R-HSA-5693532"
"TP53_mut"	"R-HSA-73894"
"TP53_mut"	"R-HSA-9734009"
"TP53_mut"	"R-HSA-5688426"
"TP53_mut"	"R-HSA-1266738"
"TP53_mut"	"R-HSA-1643685"
"TP53_mut"	"R-HSA-9645723"
"TP53_mut"	"R-HSA-983231"
"TP53_mut"	"R-HSA-2559584"
"TP53_mut"	"R-HSA-69615"
"TP53_mut"	"R-HSA-69481"
"TP53_mut"	"R-HSA-69473"
"TP53_mut"	"R-HSA-69275"
"TP53_mut"	"R-HSA-74160"
"TP53_mut"	"R-HSA-212436"
"TP53_mut"	"R-HSA-109582"
"TP53_mut"	"R-HSA-168256"
"TP53_mut"	"R-HSA-168249"
"TP53_mut"	"R-HSA-913531"
"TP53_mut"	"R-HSA-446652"
"TP53_mut"	"R-HSA-9020702"
"TP53_mut"	"R-HSA-6785807"
"TP53_mut"	"R-HSA-9006925"
"TP53_mut"	"R-HSA-109606"
"TP53_mut"	"R-HSA-9816359"
"TP53_mut"	"R-HSA-392499"
"TP53_mut"	"R-HSA-453274"
"TP53_mut"	"R-HSA-975871"
"TP53_mut"	"R-HSA-975155"
"TP53_mut"	"R-HSA-166166"
"TP53_mut"	"R-HSA-166058"
"TP53_mut"	"R-HSA-2559585"
"TP53_mut"	"R-HSA-5689896"
"TP53_mut"	"R-HSA-2559580"
"TP53_mut"	"R-HSA-6811555"
"TP53_mut"	"R-HSA-1257604"
"TP53_mut"	"R-HSA-9833482"
"TP53_mut"	"R-HSA-6807070"
"TP53_mut"	"R-HSA-597592"
"TP53_mut"	"R-HSA-1912422"
"TP53_mut"	"R-HSA-1912408"
"TP53_mut"	"R-HSA-5357801"
"TP53_mut"	"R-HSA-391251"
"TP53_mut"	"R-HSA-5620971"
"TP53_mut"	"R-HSA-73857"
"TP53_mut"	"R-HSA-8941855"
"TP53_mut"	"R-HSA-5693565"
"TP53_mut"	"R-HSA-5218859"
"TP53_mut"	"R-HSA-9758274"
"TP53_mut"	"R-HSA-8943724"
"TP53_mut"	"R-HSA-5633007"
"TP53_mut"	"R-HSA-6804758"
"TP53_mut"	"R-HSA-6804759"
"TP53_mut"	"R-HSA-6804760"
"TP53_mut"	"R-HSA-6804756"
"TP53_mut"	"R-HSA-6804757"
"TP53_mut"	"R-HSA-6804754"
"TP53_mut"	"R-HSA-6806003"
"TP53_mut"	"R-HSA-3108232"
"TP53_mut"	"R-HSA-2990846"
"TP53_mut"	"R-HSA-3232118"
"TP53_mut"	"R-HSA-162582"
"TP53_mut"	"R-HSA-449147"
"TP53_mut"	"R-HSA-157118"
"TP53_mut"	"R-HSA-69541"
"TP53_mut"	"R-HSA-445989"
"TP53_mut"	"R-HSA-5628897"
"TP53_mut"	"R-HSA-6803207"
"TP53_mut"	"R-HSA-6791312"
"TP53_mut"	"R-HSA-5633008"
"TP53_mut"	"R-HSA-6796648"
"TP53_mut"	"R-HSA-6803211"
"TP53_mut"	"R-HSA-6803204"
"TP53_mut"	"R-HSA-6804116"
"TP53_mut"	"R-HSA-6804114"
"TP53_mut"	"R-HSA-6804115"
"TP53_mut"	"R-HSA-6803205"
"TP53_mut"	"R-HSA-975138"
"TP53_mut"	"R-HSA-937061"
"TP53_mut"	"R-HSA-8852276"
"TP53_mut"	"R-HSA-168142"
"TP53_mut"	"R-HSA-181438"
"TP53_mut"	"R-HSA-168164"
"TP53_mut"	"R-HSA-166016"
"TP53_mut"	"R-HSA-168176"
"TP53_mut"	"R-HSA-168181"
"TP53_mut"	"R-HSA-168138"
"TP53_mut"	"R-HSA-168179"
"TP53_mut"	"R-HSA-168188"
"TP53_mut"	"R-HSA-168898"
"TP53_mut"	"R-HSA-69895"
"TP53_mut"	"R-HSA-3700989"
"TP53_mut"	"R-HSA-8853884"
"TP53_mut"	"R-HSA-69560"
"TP53_mut"	"R-HSA-8878159"
"TP53_mut"	"R-HSA-5689880"
"TP53_mut"	"R-HSA-9819196"
"TP53_mut"	"R-HSA-69563"
"TP53_mut"	"R-HSA-69580"
"TP63_mut"	"R-HSA-114452"
"TP63_mut"	"R-HSA-139915"
"TP63_mut"	"R-HSA-109581"
"TP63_mut"	"R-HSA-74160"
"TP63_mut"	"R-HSA-212436"
"TP63_mut"	"R-HSA-109606"
"TP63_mut"	"R-HSA-5357801"
"TP63_mut"	"R-HSA-5620971"
"TP63_mut"	"R-HSA-73857"
"TP63_mut"	"R-HSA-5218859"
"TP63_mut"	"R-HSA-5633007"
"TP63_mut"	"R-HSA-6804759"
"TP63_mut"	"R-HSA-5628897"
"TP63_mut"	"R-HSA-6803207"
"TP63_mut"	"R-HSA-5633008"
"TP63_mut"	"R-HSA-6803211"
"TP63_mut"	"R-HSA-6803204"
"TP63_mut"	"R-HSA-6803205"
"TP63_mut"	"R-HSA-3700989"
"C3_mut"	"R-HSA-174577"
"C3_mut"	"R-HSA-1280218"
"C3_mut"	"R-HSA-9664424"
"C3_mut"	"R-HSA-373076"
"C3_mut"	"R-HSA-166658"
"C3_mut"	"R-HSA-1643685"
"C3_mut"	"R-HSA-418594"
"C3_mut"	"R-HSA-388396"
"C3_mut"	"R-HSA-500792"
"C3_mut"	"R-HSA-168256"
"C3_mut"	"R-HSA-198933"
"C3_mut"	"R-HSA-5663205"
"C3_mut"	"R-HSA-166663"
"C3_mut"	"R-HSA-168249"
"C3_mut"	"R-HSA-9658195"
"C3_mut"	"R-HSA-392499"
"C3_mut"	"R-HSA-6798695"
"C3_mut"	"R-HSA-9824443"
"C3_mut"	"R-HSA-375276"
"C3_mut"	"R-HSA-597592"
"C3_mut"	"R-HSA-8957275"
"C3_mut"	"R-HSA-9660826"
"C3_mut"	"R-HSA-977606"
"C3_mut"	"R-HSA-381426"
"C3_mut"	"R-HSA-162582"
"C3_mut"	"R-HSA-372790"
"C5_mut"	"R-HSA-174577"
"C5_mut"	"R-HSA-373076"
"C5_mut"	"R-HSA-166658"
"C5_mut"	"R-HSA-418594"
"C5_mut"	"R-HSA-388396"
"C5_mut"	"R-HSA-500792"
"C5_mut"	"R-HSA-168256"
"C5_mut"	"R-HSA-168249"
"C5_mut"	"R-HSA-375276"
"C5_mut"	"R-HSA-977606"
"C5_mut"	"R-HSA-162582"
"C5_mut"	"R-HSA-372790"
"CFB_mut"	"R-HSA-174577"
"CFB_mut"	"R-HSA-173736"
"CFB_mut"	"R-HSA-166658"
"CFB_mut"	"R-HSA-168256"
"CFB_mut"	"R-HSA-166663"
