Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
ARID3C	138715	-1	-2	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
ARID4A	5926	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ARID4B	51742	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
ARID5A	10865	-1	2	-1	0	0	0	0	0	0	2	1	-1	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ARID5B	84159	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	0	-1	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
ARIH1	25820	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
ARIH2	10425	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	-1
ARL1	400	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
ARL10	285598	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	1	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
ARL11	115761	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	-1	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
ARL13B	200894	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARL14	80117	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARL15	54622	1	0	0	-1	0	0	1	-1	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	-1	1
ARL16	339231	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	-1	0	2	-1	1	0	0	-1	-1
ARL17A	51326	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
ARL17B	100506084	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
ARL2	402	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
ARL2-SNX15	100528018	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
ARL2BP	23568	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	0	0	0	-2	-2	0	0	0	-1	-1	-1	0	0	0	0	1	0	-1	0
ARL3	403	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ARL4A	10124	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
ARL4C	10123	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
ARL4D	379	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	-1	1	0	1	-1	-1
ARL5A	26225	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ARL5B	221079	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1
ARL5C	390790	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	1	-1	-1
ARL6	84100	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARL6IP1	23204	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ARL6IP4	51329	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
ARL6IP5	10550	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	1	-1	-1	0	0	1	0	0	1	0
ARL6IP6	151188	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ARL8A	127829	-1	2	2	1	1	2	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
ARL8B	55207	1	2	-1	0	0	0	1	-1	0	1	1	-1	1	0	0	0	1	1	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	0	0
ARL9	132946	-1	-1	1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
ARMC1	55156	0	2	0	1	0	-1	0	0	1	0	-1	0	2	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	0	0	1	0	0	-1	1
ARMC10	83787	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ARMC12	221481	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	-1	1	1	0	2	-1	1	2	0	-1	-1
ARMC2	84071	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	-2	0	-2	-1	0	-1	0
ARMC3	219681	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
ARMC4	55130	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
ARMC5	79798	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ARMC6	93436	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
ARMC7	79637	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	2	1	0	1	2	0	1	0	0	1	-1	1	0	0	-1	-1
ARMC8	25852	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARMC9	80210	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
ARMS2	387715	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ARNT	405	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ARNT2	9915	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
ARNTL	406	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ARNTL2	56938	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
ARPC1A	10552	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ARPC1B	10095	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ARPC2	10109	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
ARPC3	10094	-1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
ARPC4	10093	1	2	-1	0	0	0	1	-1	0	1	1	-1	1	0	0	0	1	1	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	0	0
ARPC4-TTLL3	100526693	1	2	-1	0	0	0	1	-1	0	1	1	-1	1	0	0	0	1	1	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	0	0
ARPC5	10092	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	2	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
ARPC5L	81873	-1	1	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ARPM1	84517	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARPP19	10776	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
ARPP21	10777	1	1	-1	0	0	0	1	1	0	1	1	-1	1	0	-1	0	1	0	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	1	0
ARRB1	408	-1	0	-1	-1	0	2	-1	0	0	-1	-1	-2	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
ARRB2	409	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ARRDC1	92714	-1	1	-1	-1	0	2	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ARRDC2	27106	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
ARRDC3	57561	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	-1	0	1	1	-1	0	0	0	0	0	0	1	0	-1	-1	-1	1	0	0	0	0	-1	1
ARRDC4	91947	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
ARRDC5	645432	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	-1	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ARSA	410	1	2	1	1	0	-1	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ARSB	411	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	-1	0	1	1	-1	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	-1	1
ARSG	22901	1	1	1	-1	0	0	-1	0	0	0	1	1	2	-1	0	0	0	0	-1	0	0	2	1	0	1	2	0	1	0	0	1	-1	1	0	0	-1	-1
ARSI	340075	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
ARSJ	79642	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
ARSK	153642	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	-1	-1	-1	1	0	0	0	0	-1	1
ART1	417	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ART3	419	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
ART4	420	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	-2	0	0	0	0	2	0
ART5	116969	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ARTN	9048	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
ARV1	64801	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
ARVCF	421	1	2	1	1	-1	-1	1	1	1	2	1	0	0	-1	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	1	1	1	1	1	0
AS3MT	57412	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ASAH1	427	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
ASAH2	56624	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	0	0	0	0	1	-2	0	-1	-1	-1	-1	0	-1	0	1	0	0	0	-1	-1
ASAH2B	653308	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	0	0	0	0	1	-2	0	-1	-1	-1	-1	0	-1	0	1	0	0	0	-1	-1
ASAP1	50807	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
ASAP1-IT1	29065	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
ASAP2	8853	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ASAP3	55616	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
ASB1	51665	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
ASB10	136371	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
ASB13	79754	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
ASB14	142686	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ASB15	142685	1	0	2	2	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	-1	-1	1	0	1
ASB16	92591	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	-1	1	0	1	-1	-1
ASB17	127247	2	-1	-1	1	1	2	1	1	0	0	1	-1	0	1	0	0	1	0	2	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0
ASB18	401036	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
ASB2	51676	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ASB3	51130	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ASB4	51666	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	2	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ASB5	140458	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-2	1	0	-1	0
ASB6	140459	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ASB7	140460	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
ASB8	140461	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ASB9P1	728619	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
ASCC1	51008	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
ASCC2	84164	1	2	1	1	-1	-1	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ASCC3	10973	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	-2	0	-2	-1	0	-1	0
ASCL1	429	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
ASCL2	430	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ASCL3	56676	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	-1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ASCL4	121549	-1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
ASF1A	25842	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
ASF1B	55723	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ASGR1	432	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ASGR2	433	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ASH1L	55870	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ASH2L	9070	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ASIP	434	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ASL	435	1	2	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	1	-1	1	2	1
ASNA1	439	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ASNS	440	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	2	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ASNSD1	54529	1	2	-1	0	0	-1	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ASPA	443	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ASPDH	554235	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
ASPG	374569	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ASPH	444	0	2	0	1	0	-1	0	0	1	0	-1	0	2	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	0	0	1	0	0	-1	1
ASPHD1	253982	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ASPHD2	57168	1	2	1	1	-1	-1	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	-1	1	1	1	1	0
ASPM	259266	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
ASPN	54829	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
ASPRV1	151516	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
ASPSCR1	79058	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	-1	1	2	1	1	-1	0	2	-1	1	0	0	-1	-1
ASRGL1	80150	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
ASS1	445	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ASTE1	28990	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ASTL	431705	-1	2	-1	0	0	0	0	0	0	2	1	-1	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ASTN1	460	-1	2	1	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	2	0	-2	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ASTN2	23245	-1	1	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-1
ASUN	55726	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
ASXL1	171023	0	2	1	1	0	2	1	2	1	2	1	-1	1	0	1	0	1	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ASXL2	55252	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ASXL3	80816	-1	0	0	1	0	-1	0	-1	0	-1	-1	1	-1	-1	0	0	1	1	0	0	0	1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	1
ASZ1	136991	1	0	2	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	-1	-1	1	0	1
ATAD1	84896	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
ATAD2	29028	-1	2	0	1	2	-1	0	0	1	1	-1	0	2	-1	1	1	1	1	2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
ATAD2B	54454	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ATAD3A	55210	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ATAD3B	83858	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ATAD3C	219293	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
